	code	name	image	n_additives	nutriscore	energy_100g	energy.from.fat_100g	fat_100g	saturated.fat_100g	monounsaturated.fat_100g	polyunsaturated.fat_100g	omega.3.fat_100g	omega.6.fat_100g	omega.9.fat_100g	trans.fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum.proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin.a_100g	beta.carotene_100g	vitamin.d_100g	vitamin.e_100g	vitamin.k_100g	vitamin.c_100g	vitamin.b1_100g	vitamin.b2_100g	vitamin.pp_100g	vitamin.b6_100g	vitamin.b9_100g	folates_100g	vitamin.b12_100g	biotin_100g	pantothenic.acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits.vegetables.nuts_100g	fruits.vegetables.nuts.estimate_100g	collagen.meat.protein.ratio_100g	cocoa_100g	chlorophyl_100g	carbon.footprint_100g	nutrition.score.fr_100g	nutrition.score.uk_100g	glycemic.index_100g	water.hardness_100g	choline_100g	phylloquinone_100g	beta.glucan_100g	inositol_100g	carnitine_100g
128460	4607054123639	Печенье Сгущенное молоко		0		1800	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	NA	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128652	4612515500102	Овсяное печенье		4		1811	NA	14.2	NA	NA	NA	NA	NA	NA	NA	NA	61.2	NA	NA	NA	NA	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128776	4640010206298	Сдобное печенье Овсяное		0		1637	NA	10.1	NA	NA	NA	NA	NA	NA	NA	NA	62.9	NA	NA	NA	NA	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128788	4640016047406	Царский десерт		0		1760	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	68	NA	NA	NA	NA	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128864	4680225008294	«Ладейки» кручёные	https://static.openfoodfacts.org/images/products/468/022/500/8294/front_en.4.200.jpg	2		1883	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	68	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128896	4690363032471	Овсяное печенье		0		1427	NA	11.8	NA	NA	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	NA	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128908	4690469005713	Печенье овсяное сдобное		0		1637	NA	10.1	NA	NA	NA	NA	NA	NA	NA	NA	69.2	NA	NA	NA	NA	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128909	4690469006260	Печенье сдобное из пшеничной муки Малышки Хрустишки		0		1740	NA	3.5	NA	NA	NA	NA	NA	NA	NA	NA	86	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128912	4690469009292	Печенье Сдобное с ароматом крем-брюле		0		2042	NA	22.7	NA	NA	NA	NA	NA	NA	NA	NA	64	NA	NA	NA	NA	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
129038	4711931030542	Pie Cookies With Mochi - Banana		6	e	1695	NA	15.4	8.8	NA	NA	NA	NA	NA	NA	NA	65	25	NA	NA	NA	4.1	NA	NA	NA	0.25	0.0984251968503937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
129039	4711931030559	Pie Cookies With Mochi Matcha		4	e	1795	NA	19.8	11.1	NA	NA	NA	NA	NA	NA	NA	61	25.8	NA	NA	NA	2	NA	NA	NA	2.69	1.05905511811024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	30	NA	NA	NA	NA	NA	NA	NA
129371	4895047045871	Panda Cookies		5	e	2210	NA	30.9	15.5	NA	NA	NA	NA	NA	NA	NA	55.5	13.6	NA	NA	NA	7.27	NA	NA	NA	0.1	0.0394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
129410	4901360312375	Bourbon petit choco chip cookies	https://static.openfoodfacts.org/images/products/490/136/031/2375/front_en.6.200.jpg	5	d	2071	NA	24.9	12	NA	NA	NA	NA	NA	0.2	NA	64.2	29.1	NA	NA	4	7.4	NA	NA	NA	0.38354	0.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	18	NA	NA	NA	NA	NA	NA	NA
130106	5000168011424	Shortbread		0	e	2134	NA	26.7	16.6	NA	NA	NA	NA	NA	NA	NA	59.8	15.8	NA	NA	0	6.2	NA	NA	NA	0.82	0.322834645669291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
130107	5000168043357	Digestive The Original		0	e	2029	NA	21.8	10.3	NA	NA	NA	NA	NA	NA	NA	62.7	16.8	NA	NA	NA	6.9	NA	NA	NA	1.5	0.590551181102362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	25	NA	NA	NA	NA	NA	NA	NA
130110	5000168152615	Mc Vitie's l'Original	https://static.openfoodfacts.org/images/products/500/016/815/2615/front.7.200.jpg	4	d	1975	NA	21.3	2	NA	NA	NA	NA	NA	NA	NA	62.8	16.6	NA	NA	3.6	7.1	NA	NA	NA	1.3	0.511811023622047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11	NA	NA	NA	NA	NA	NA	NA
130111	5000168152639	Sablés Anglais Chocolat au lait	https://static.openfoodfacts.org/images/products/500/016/815/2639/front.16.200.jpg	5	e	2067	NA	23.4	12.1	NA	NA	NA	NA	NA	NA	NA	62.6	29.2	NA	NA	2.9	6.7	NA	NA	NA	1.016	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
130113	5000168170183	Hob'Nobs l'Original	https://static.openfoodfacts.org/images/products/500/016/817/0183/front.16.200.jpg	1	d	1966	NA	20.3	8.9	NA	NA	NA	NA	NA	NA	NA	61.4	25.5	NA	NA	6.1	7.3	NA	NA	NA	0.83	0.326771653543307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	16	NA	NA	NA	NA	NA	NA	NA
130117	5000168185132	Sablés Anglais	https://static.openfoodfacts.org/images/products/500/016/818/5132/front.20.200.jpg	4	e	2014	NA	21.3	10.1	NA	NA	NA	NA	NA	NA	NA	62.9	16.6	NA	NA	NA	7.2	NA	NA	NA	1.3	0.511811023622047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
130118	5000168185880	P'tit Déj Chocolat	https://static.openfoodfacts.org/images/products/500/016/818/5880/front.8.200.jpg	5	e	2071	NA	23.5	12.3	NA	NA	NA	NA	NA	NA	NA	62.2	29	NA	NA	0	6.7	NA	NA	NA	0.99	0.389763779527559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA	NA
130130	5000168197166	Sablés Anglais Mcvitie's		2	e	2125	NA	25.4	15.2	NA	NA	NA	NA	NA	NA	NA	63.1	33.2	NA	NA	0	5.3	NA	NA	NA	0.82	0.322834645669291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA	NA
130133	5000168198491	Sablé Anglais The Original		4	e	2014	NA	21.3	10.1	NA	NA	NA	NA	NA	NA	NA	62.9	16.6	NA	NA	0	7.2	NA	NA	NA	1.3	0.511811023622047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
130134	5000168198514	Sablés Anglais Chocolat au Lait		5	e	2071	NA	23.6	12.4	NA	NA	NA	NA	NA	NA	NA	62.2	29.5	NA	NA	NA	6.7	NA	NA	NA	1	0.393700787401575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA	NA
130209	50001692068836	All butter Belgian white chocolate chunk cookies		3	e	2141	NA	27.2	17	NA	NA	NA	NA	NA	NA	NA	60.1	34.1	NA	NA	1.6	5.9	NA	NA	NA	1.07	0.421259842519685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA	NA
130224	5000169403822	Christmas cookie selection	https://static.openfoodfacts.org/images/products/500/016/940/3822/front_en.7.200.jpg	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130259	5000183093023	Luxury Cookies Golden	https://static.openfoodfacts.org/images/products/500/018/309/3023/front_en.13.200.jpg	0	e	2117	NA	27.4	15.2	NA	NA	NA	NA	NA	NA	NA	59.8	32	NA	NA	1.7	6.1	NA	NA	NA	0.8	0.31496062992126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	25	NA	NA	NA	NA	NA	NA	NA
130260	5000183093030	Luxury Cookies Double Chocolate Cadbury	https://static.openfoodfacts.org/images/products/500/018/309/3030/front.12.200.jpg	3	e	2130	NA	28.1	15	NA	NA	NA	NA	NA	NA	NA	56.2	31.6	NA	NA	4.2	6.2	NA	NA	NA	1.0922	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
130501	5000396008784	Digestive Light Biscuits	https://static.openfoodfacts.org/images/products/500/039/600/8784/front_en.16.200.jpg	3	c	1870	NA	14.4	1.5	NA	NA	NA	NA	NA	NA	NA	69.7	20.2	NA	NA	3.6	7.3	NA	NA	NA	0.46	0.181102362204724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	NA	NA	NA	NA	NA	NA	NA
130503	5000396010800	All Butter Shortbread Biscuits		0	e	2171	NA	27.4	17	NA	NA	NA	NA	NA	NA	NA	60.4	15.9	NA	NA	2.6	6.3	NA	NA	NA	2.6	1.02362204724409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	27	NA	NA	NA	NA	NA	NA	NA
130508	5000396017588	The Original Digestive		2	e	2025	NA	21.8	10.3	NA	NA	NA	NA	NA	NA	NA	62.7	16.8	NA	NA	3.4	6.9	NA	NA	NA	1.5	0.590551181102362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
130513	5000396034882	All Butter Shortbread		0	e	2171	NA	27.4	17	NA	NA	NA	NA	NA	NA	NA	60.4	15.9	NA	NA	NA	6.3	NA	NA	NA	0.3	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
130514	5000396034905	All Butter Shortbread		0	d	2171	NA	27.4	17	NA	NA	NA	NA	NA	NA	NA	60.4	15.9	NA	NA	2.6	6.3	NA	NA	NA	0.3	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	18	NA	NA	NA	NA	NA	NA	NA
130540	5000462324718	Chocolate chip cookies	https://static.openfoodfacts.org/images/products/500/046/232/4718/front_en.3.200.jpg	0	e	2063	NA	24.3	12.1	NA	NA	NA	NA	NA	NA	NA	61.2	27.9	NA	NA	NA	5.8	NA	NA	NA	0.3	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
130642	5010035064439	Chunkie Cookie Bites Chocolate Chip	https://static.openfoodfacts.org/images/products/501/003/506/4439/front.10.200.jpg	4	e	2057	NA	22	12	NA	NA	NA	NA	NA	NA	NA	66	34	NA	NA	3	5.6	NA	NA	NA	0.63	0.248031496062992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
130643	5010035064446	Chunkie Cookie Bites White Chocolate Chip	https://static.openfoodfacts.org/images/products/501/003/506/4446/front.7.200.jpg	4	e	2067	NA	22	12	NA	NA	NA	NA	NA	NA	NA	67	34	NA	NA	2.6	5.7	NA	NA	NA	0.65	0.255905511811024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
130757	5010251537540	Shortbread	https://static.openfoodfacts.org/images/products/501/025/153/7540/front_en.8.200.jpg	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130777	5010251703129	All Butter Shortbread Fingers	https://static.openfoodfacts.org/images/products/501/025/170/3129/front_en.35.200.jpg	1	e	2198	NA	29.1	17.8	NA	NA	NA	NA	NA	NA	NA	59	15	NA	NA	2.3	5.9	NA	NA	NA	0.5	0.196850393700787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	19	NA	NA	NA	NA	NA	NA	NA
130782	5010251738657	All Butter Scottish Shortbread Rounds	https://static.openfoodfacts.org/images/products/501/025/173/8657/front_en.14.200.jpg	1	e	2203	NA	29.6	18	NA	NA	NA	NA	NA	NA	NA	59.5	16.2	NA	NA	NA	4.7	NA	NA	NA	0.63	0.248031496062992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
130971	5010745055864	Clotted Cream Shortbread Fingers	https://static.openfoodfacts.org/images/products/501/074/505/5864/front_en.18.200.jpg	0	d	2122	NA	25	3.7	NA	NA	NA	NA	NA	NA	NA	62.3	18.3	NA	NA	NA	6.4	NA	NA	NA	0.63	0.248031496062992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	15	NA	NA	NA	NA	NA	NA	NA
131003	5010909001720	All Butter Shortbread Fingers	https://static.openfoodfacts.org/images/products/501/090/900/1720/front_en.10.200.jpg	0	e	2155	NA	27.5	17.4	NA	NA	NA	NA	NA	NA	NA	61.7	21.6	NA	NA	NA	5.8	NA	NA	NA	0.9	0.354330708661417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
131004	5010909004059	All Butter Shamrock Shortbread		2	e	2152	NA	27.5	17.4	NA	NA	NA	NA	NA	NA	NA	61.7	21.6	NA	NA	NA	5.8	NA	NA	NA	0.9	0.354330708661417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
131005	5010909004509	Scottish Shortbread Assortment		0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131006	5010909004561	Highland Speciality Signature Selection With Choc Chip		3	e	2188	NA	29	10.3	NA	NA	NA	NA	NA	NA	NA	61.7	23	NA	NA	NA	5.5	NA	NA	NA	0.4	0.15748031496063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
131007	5010909005124	Scottish Wild Kittens - Pure butter Shortbread Shapes		1	e	2155	NA	27.5	17.4	NA	NA	NA	NA	NA	NA	NA	61.7	21.6	NA	NA	NA	5.8	NA	NA	NA	0.9	0.354330708661417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
131008	5010909005162	Scottish Collection Shortbread	https://static.openfoodfacts.org/images/products/501/090/900/5162/front_en.4.200.jpg	0	e	2155	NA	27.5	17.4	NA	NA	NA	NA	NA	NA	NA	61.7	21.6	NA	NA	NA	5.8	NA	NA	NA	0.9	0.354330708661417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
131009	5010909005551	Choc Chip Shortbread Fingers		1	e	2209	NA	30	19.3	NA	NA	NA	NA	NA	NA	NA	60.8	22.5	NA	NA	NA	5.5	NA	NA	NA	1	0.393700787401575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA
131010	5010909005575	Shortbread Sheep		0	e	2155	NA	27.5	17.4	NA	NA	NA	NA	NA	NA	NA	61.7	21.6	NA	NA	NA	5.8	NA	NA	NA	0.9	0.354330708661417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA
131033	5011021400842	Digestive Creams		4	e	2063	NA	22.8	12.9	NA	NA	NA	NA	NA	NA	NA	66	23	NA	NA	2.5	5.9	NA	NA	NA	0.7	0.275590551181102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA
131045	5011038136628	Butter Shortbread		2	e	2171	NA	28.6	17.1	NA	NA	NA	NA	NA	NA	NA	57	18	NA	NA	NA	7.7	NA	NA	NA	0.9	0.354330708661417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA
131343	5014691880204	All Butter Shortbread		0	e	2138	NA	25.4	15.6	NA	NA	NA	NA	NA	NA	NA	66	18	NA	NA	NA	4.9	NA	NA	NA	0.299999999999999	0.118110236220472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA
