code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0060383022716	Hazelnut Creme filled sugar wafers	https://static.openfoodfacts.org/images/products/006/038/302/2716/front_en.4.400.jpg	1	d	4	2150		25.7	14.3								65.7	22.9			2.86	5.71				0.157	0.0619																																										18	18							
0060383049690	Biscuits Aux Gros Morceaux De Chocolat Le Décadent PC	https://static.openfoodfacts.org/images/products/006/038/304/9690/front_en.9.400.jpg	0	e		2134		24	15						0.1	0.015	66	39			1	6				2	0.78740157480315		6e-05					0														0.02		0.0018																			31	31							
0063054170204	Pizzelle Anise	https://static.openfoodfacts.org/images/products/006/305/417/0204/front_en.4.400.jpg	1	d	3	1950	697	20	1.67						0	0.1	63.3	26.7			0	10				0.212	0.0833		0					0														0		0																			11	11							
0064042003900	vital noix de coco		2	d	4	2170		27.6	8.62								58.6	27.6			6.9	6.9				0.832	0.328																							0.00372																			18	18							
0064042006079	Cookie Choco Belgian	https://static.openfoodfacts.org/images/products/006/404/200/6079/front_en.7.400.jpg	3	d	4	2180		24	6							0.02	68	36			4	4				0.965	0.38		0					0														0		0.00288																			18	18							
0066721000972	Oreo	https://static.openfoodfacts.org/images/products/006/672/100/0972/front_en.6.400.jpg	0	e		2000		21.7	6.52						0	0	69.6	39.1			0	4.35				0.828	0.326	0	0					0														0		0.0047																			22	22							
0066721005694	The Original Oreo	https://static.openfoodfacts.org/images/products/006/672/100/5694/front_en.5.400.jpg	1	e	4	2000		19.6	4.35								73.9	39.1			0	4.35				0.828	0.326																							0.0047																			20	20							
0067312005529	Oatmeal Cookies	https://static.openfoodfacts.org/images/products/006/731/200/5529/front_en.8.400.jpg	5	c	4	1880		20	5								65	0			5	5				0.635	0.25																							0.0018																			6	6							
0072417136160	Choc Chip Cookies	https://static.openfoodfacts.org/images/products/007/241/713/6160/front_en.128.400.jpg	4	e	4	2079		22.6	11.6								66.3	37.3			3.1	5.5				0.6	0.236220472440945																																										23	23							
0072417140693	Choc chip cookies - twin pack	https://static.openfoodfacts.org/images/products/007/241/714/0693/front_en.9.400.jpg	4	e	4	2085		22.6	11.6								66.3	37.3			3.1	5.5				0.6	0.236220472440945																																										23	23							
0072417145889	Luxury Cookies Nougatine	https://static.openfoodfacts.org/images/products/007/241/714/5889/front.11.400.jpg	3	e	4	2155		28	13.4								59.4	34.4			2	5.8				0.7	0.275590551181102																																										24	24							
0072417156038	Cookies Milk & Dark Chocolate Chunk Sensations	https://static.openfoodfacts.org/images/products/007/241/715/6038/front.3.400.jpg	0																																																																										
0072417156069	Cookies Milk & Hazelnut Chunk Sensations	https://static.openfoodfacts.org/images/products/007/241/715/6069/front.12.400.jpg	4	e	4	2228		30.7	14								57.3	33.8			1.5	6.5				0.8	0.31496062992126																																										25	25							
0073490123504	Tea Biscuits	https://static.openfoodfacts.org/images/products/007/349/012/3504/front_en.4.400.jpg	3	d	4	1680		12.5	5						0	0	75	20			2.5	6.25				0.921	0.363		0					0														0		0																			15	15							
0076580004912	Quadratini Hazelnut	https://static.openfoodfacts.org/images/products/007/658/000/4912/front_en.13.400.jpg	3	e	4	2170		27.6	20.7								62.1	27.6			3.45	6.9				0.35	0.138																					0.069		0.00248																			20	20							
0076677100145	Chocolate Chip	https://static.openfoodfacts.org/images/products/007/667/710/0145/front_en.8.400.jpg	1	e	4	2090	896	23.2	8.93						0	0.00893	67.9	32.1			3.57	5.36				0.907	0.357		0					0														0		0.000643																			21	21							
0076809300900	Chocolate Chippers		2	d	4	1890		17.6	5.13								71.5	33.7			6.41	4.81				0.732	0.288								0.00024	0.000163	0.00192		6.41e-05											0.00288																			15	15							
0077330337335	Beatrix Potter Butter Cookies	https://static.openfoodfacts.org/images/products/007/733/033/7335/front_en.3.400.jpg	0		4	2098		23.3									66.1					5.8				0.3048	0.12																																																		
0078619001220	Sprinkle Cookie (10 pack)	https://static.openfoodfacts.org/images/products/007/861/900/1220/front_en.10.400.jpg	6	e	4	1810		22.7	9.09							0.0227	56.8	31.8				2.27				0.664	0.261																			0.114				0.00227																			23	23							
0078742038520	Flavored Chocolate Chip Cookies - Soft Baked	https://static.openfoodfacts.org/images/products/007/874/203/8520/front_en.3.400.jpg	5	e	4	2190		21.4	7.14	7.14					7.14		81	38.1			0	4.76				2.06	0.81																							0.00343																			29	29							
0082011913357	Sugar free cookies chocolate chip	https://static.openfoodfacts.org/images/products/008/201/191/3357/front_en.11.400.jpg	10	d	4	1960	1050	28.1	10.9						0	0.0156	62.5	0		15.6	6.25	6.25				1.07	0.422		0					0														0		0.00225																			14	14							
0085666012253	Cantuccini Morbidi	https://static.openfoodfacts.org/images/products/008/566/601/2253/front_en.4.400.jpg	1	d	3	552		5	2								20	4			1	3				72	28.3464566929134																																										11	11							
00879330	Belgian Dark Chocolate & Stem Ginger Cookiers	https://static.openfoodfacts.org/images/products/00879330/front.3.400.jpg	0	e		2159		27.3	16.8								61.5	38.7			1.9	5.2				0.53	0.208661417322835																																										25	25							
0090268000102	Fortune cookies	https://static.openfoodfacts.org/images/products/009/026/800/0102/front_en.10.400.jpg	0	b																																																																	0	0							
00950763	Joe-Joes	https://static.openfoodfacts.org/images/products/00950763/front_en.3.400.jpg	1	e	4	2180	1000	28	12						0	0	64	44			4	4				0.508	0.2		0					0														0.08		0.00288																			23	23							
